group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,pathway_GOID,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,1553,C5,GO:BP,15653,1379,GOBP_HEART_VALVE_DEVELOPMENT,GO:0003170,65,5,0.07692307692307693,0.6888184495576536,0.9999999999999998,0.9177148478673317,"c(""Notch1"", ""Mdm2"", ""Tnfrsf1a"", ""Gata3"", ""Prdm1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SUPEROXIDE_METABOLIC_PROCESS,GO:0006801,65,5,0.07692307692307693,0.6888184495576536,0.9999999999999998,0.9177148478673317,"c(""Nrros"", ""Acp5"", ""Prex1"", ""Gnai2"", ""Sod2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,GO:0031333,139,11,0.07913669064748201,0.6894532018161985,0.9999999999999998,0.9177148478673317,"c(""Ulk1"", ""Washc2"", ""Add1"", ""Add3"", ""Tmc8"", ""Pex5"", ""Riok3"", ""Ddx3x"", ""Hmgb1"", ""Ptger4"", ""Kif14"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NATURAL_KILLER_CELL_ACTIVATION,GO:0030101,90,7,0.07777777777777778,0.6896419298763723,0.9999999999999998,0.9177148478673317,"c(""Nkg7"", ""Casp8"", ""Rasgrp1"", ""Prdm1"", ""Rab27a"", ""Il2rb"", ""Snx27"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HORMONE_TRANSPORT,GO:0009914,295,24,0.08135593220338982,0.6899266267624636,0.9999999999999998,0.9177148478673317,"c(""Ildr1"", ""Pim3"", ""Trpv4"", ""Osm"", ""Trpm4"", ""Ppp3ca"", ""Sidt2"", ""Rapgef4"", ""Stx4a"", ""Rab11b"", ""Lrrc8a"", ""Gata3"", ""Tcf7l2"", ""Lif"", ""Kdm5b"", ""Ifng"", ""Ptpn11"", ""Hif1a"", ""Slc7a5"", ""Slc16a1"", ""Jagn1"", ""Pfkl"", ""Aacs"", ""Mpc2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,GO:0045860,390,32,0.08205128205128205,0.6912992912294762,0.9999999999999998,0.9177148478673317,"c(""Ccnd3"", ""Axin1"", ""Taok3"", ""Traf4"", ""Ptk2b"", ""Map3k4"", ""Abi1"", ""Il6ra"", ""Dazap2"", ""Tab2"", ""Adrb2"", ""Rasgrp1"", ""Cdc25b"", ""Kit"", ""Dag1"", ""Ifng"", ""Ccnd2"", ""Ddx3x"", ""Hbegf"", ""Tnfrsf10b"", ""Phb2"", ""Map2k3"", ""Dbf4"", ""Tpx2"", ""Kif14"", ""Ect2"", ""Ezh2"", ""Als2"", ""Hsp90aa1"", ""Xrcc6"", ""Adam9"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,GO:0050679,188,15,0.0797872340425532,0.6944192605383122,0.9999999999999998,0.9177148478673317,"c(""Jaml"", ""Notch1"", ""Mdk"", ""Tcf7l2"", ""Kdm5b"", ""Prkca"", ""Med1"", ""Ppp1r16b"", ""Hmgb1"", ""Hif1a"", ""Nr4a3"", ""Myc"", ""Lamc1"", ""Aggf1"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HEART_GROWTH,GO:0060419,78,6,0.07692307692307693,0.6946708049362673,0.9999999999999998,0.9177148478673317,"c(""Tgfbr3"", ""Notch1"", ""Smad1"", ""Pim1"", ""S1pr1"", ""Heg1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,GO:2000117,78,6,0.07692307692307693,0.6946708049362673,0.9999999999999998,0.9177148478673317,"c(""Cast"", ""Csnk2a1"", ""Ddx3x"", ""Tnfsf14"", ""Serpinb9"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,GO:0090263,103,8,0.07766990291262135,0.6965573653369255,0.9999999999999998,0.9177148478673317,"c(""Tmem198"", ""Trpm4"", ""Reck"", ""Hhex"", ""Ube2b"", ""Ddx3x"", ""Pin1"", ""Ruvbl1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO:0062207,103,8,0.07766990291262135,0.6965573653369255,0.9999999999999998,0.9177148478673317,"c(""Mfhas1"", ""Cactin"", ""Riok3"", ""Nploc4"", ""Ddx3x"", ""Hmgb1"", ""C1qbp"", ""Irf4"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,GO:0017158,40,3,0.075,0.6967498851113232,0.9999999999999998,0.9177148478673317,"c(""Notch1"", ""Gnai2"", ""Atp2a2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GO:1903426,40,3,0.075,0.6967498851113232,0.9999999999999998,0.9177148478673317,"c(""Rab27a"", ""Sod2"", ""Clcn3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_PIGMENTATION,GO:0033059,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Bcl2"", ""Rab11b"", ""Rab27a"", ""Ap3b1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS,GO:0007129,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Ube2b"", ""Trip13"", ""Ccne2"", ""Brip1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GO:0045744,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Pde4b"", ""Grk2"", ""Gnai2"", ""Adrb2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,GO:0051055,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Wdtc1"", ""Lpin1"", ""Scap"", ""Ormdl2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_ACTION_POTENTIAL,GO:0098900,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Kcnab2"", ""Trpm4"", ""Atp2a2"", ""Dsp"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GO:0070228,53,4,0.07547169811320754,0.698138093570954,0.9999999999999998,0.9177148478673317,"c(""Cd3g"", ""Slc39a10"", ""Hif1a"", ""Aurkb"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT,GO:0036302,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ptpn11
int,1553,C5,GO:BP,15653,1379,GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION,GO:0086067,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Trpm4
int,1553,C5,GO:BP,15653,1379,GOBP_AZOLE_TRANSMEMBRANE_TRANSPORT,GO:0045117,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Slc7a1
int,1553,C5,GO:BP,15653,1379,GOBP_CELL_ADHESION_MOLECULE_PRODUCTION,GO:0060352,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Notch1
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_MANGANESE_ION,GO:0071287,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Eif2s1
int,1553,C5,GO:BP,15653,1379,GOBP_EYELID_DEVELOPMENT_IN_CAMERA_TYPE_EYE,GO:0061029,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Srf
int,1553,C5,GO:BP,15653,1379,GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS,GO:0042362,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ifng
int,1553,C5,GO:BP,15653,1379,GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY,GO:0035588,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Gnai2
int,1553,C5,GO:BP,15653,1379,GOBP_INTRACILIARY_RETROGRADE_TRANSPORT,GO:0035721,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ift140
int,1553,C5,GO:BP,15653,1379,GOBP_KERATINOCYTE_DEVELOPMENT,GO:0003334,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Flnb
int,1553,C5,GO:BP,15653,1379,GOBP_MACROPHAGE_APOPTOTIC_PROCESS,GO:0071888,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Tcp1
int,1553,C5,GO:BP,15653,1379,GOBP_MITOCHONDRIAL_PROTEIN_PROCESSING,GO:0034982,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Pmpca
int,1553,C5,GO:BP,15653,1379,GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS,GO:0046462,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Abhd16a
int,1553,C5,GO:BP,15653,1379,GOBP_MOTOR_BEHAVIOR,GO:0061744,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Dpp4
int,1553,C5,GO:BP,15653,1379,GOBP_MYOBLAST_MIGRATION,GO:0051451,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Plekho1
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,GO:1902931,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Scap
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,GO:0048712,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ldlr
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,GO:0061000,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Asap1
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS,GO:0045820,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Tigar
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,GO:0032688,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Cactin
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,GO:0031665,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Cactin
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,GO:1901862,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Lef1
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034144,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Mfhas1
int,1553,C5,GO:BP,15653,1379,GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY,GO:0070942,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Myd88
int,1553,C5,GO:BP,15653,1379,GOBP_PANCREATIC_JUICE_SECRETION,GO:0030157,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Stk39
int,1553,C5,GO:BP,15653,1379,GOBP_PEPTIDYL_METHIONINE_MODIFICATION,GO:0018206,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Naa25
int,1553,C5,GO:BP,15653,1379,GOBP_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN,GO:0070816,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Cdk12
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,GO:0030836,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Washc2
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION,GO:0033605,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Grk2
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,GO:1903651,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Mtmr2
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,GO:2000105,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Dbf4
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900103,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Atf6
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,GO:0045741,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Hbegf
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION,GO:0010838,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Mdk
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,GO:0010831,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Piezo1
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY,GO:0031274,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Kit
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION,GO:0035815,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Gnai2
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,GO:0045989,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Trpv4
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000318,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Il12rb1
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_URINE_VOLUME,GO:0035810,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Gnai2
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0030949,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Hif1a
int,1553,C5,GO:BP,15653,1379,GOBP_PRIMARY_ALCOHOL_CATABOLIC_PROCESS,GO:0034310,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Sult1a1
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,GO:0016558,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Pex5
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_OXIDATION,GO:0018158,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Chchd4
int,1553,C5,GO:BP,15653,1379,GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION,GO:0021859,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Disc1
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY,GO:1904889,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Sema4a
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,GO:1901841,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Pde4b
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION,GO:1900452,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Stau2
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION,GO:1903729,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Asap1
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,GO:0090153,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ormdl2
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,GO:0090030,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Igf1r
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,GO:0034163,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Hmgb1
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_HYDROXYUREA,GO:0072710,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Ddi2
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_PEPTIDOGLYCAN,GO:0032494,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Myd88
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_REDOX_STATE,GO:0051775,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Rnf7
int,1553,C5,GO:BP,15653,1379,GOBP_SERTOLI_CELL_DEVELOPMENT,GO:0060009,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Arid4b
int,1553,C5,GO:BP,15653,1379,GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION,GO:0098814,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Itgb1
int,1553,C5,GO:BP,15653,1379,GOBP_XENOPHAGY,GO:0098792,13,1,0.07692307692307693,0.6986187688691545,0.9999999999999998,0.9177148478673317,Lgals8
int,1553,C5,GO:BP,15653,1379,GOBP_ADRENAL_GLAND_DEVELOPMENT,GO:0030325,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Mdk"", ""Ly6e"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT,GO:0003171,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Notch1"", ""Mdm2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_EXPLORATION_BEHAVIOR,GO:0035640,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Dpp4"", ""Eif4a3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY,GO:0038095,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Nr4a3"", ""Vav3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS,GO:1903579,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Tigar"", ""Pde12"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,GO:0048843,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Sema4a"", ""Sema7a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION,GO:0032691,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Acp5"", ""Serpinb1a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,GO:1903055,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Dag1"", ""Clasp1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_HYDROXYLATION,GO:0018126,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""P4hb"", ""Ero1a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,GO:0033032,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Bcl2"", ""Tcp1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RENAL_TUBULAR_SECRETION,GO:0097254,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Mllt6"", ""Gnai2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_ACIDIC_PH,GO:0010447,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Pkd1l3"", ""Rab11b"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_SALT_STRESS,GO:0009651,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Trpv4"", ""Slc25a23"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TRANSPOSITION,GO:0032196,27,2,0.07407407407407407,0.7010834133857933,0.9999999999999998,0.9177148478673317,"c(""Mov10"", ""Smyd5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_FILOPODIUM_ASSEMBLY,GO:0046847,66,5,0.07575757575757576,0.7017892975050135,0.9999999999999998,0.9177148478673317,"c(""Srf"", ""Dock11"", ""Ripor2"", ""Ppp1r16b"", ""Stau2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_GLOMERULUS_DEVELOPMENT,GO:0032835,66,5,0.07575757575757576,0.7017892975050135,0.9999999999999998,0.9177148478673317,"c(""Bcl2"", ""Notch1"", ""Il6ra"", ""Pecam1"", ""Mtss1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,GO:0032411,116,9,0.07758620689655173,0.7032747459218164,0.9999999999999998,0.9177148478673317,"c(""Kcnc1"", ""Sgk1"", ""Adrb2"", ""Atp1b1"", ""Cacng4"", ""Ifng"", ""Alg10b"", ""Stk39"", ""Actn4"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GO:0002704,79,6,0.0759493670886076,0.7064556576067359,0.9999999999999998,0.9177148478673317,"c(""Cr2"", ""Cd84"", ""Cd96"", ""Cd55"", ""Klrd1"", ""Serpinb9"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE,GO:0002532,79,6,0.0759493670886076,0.7064556576067359,0.9999999999999998,0.9177148478673317,"c(""Il4ra"", ""Myd88"", ""Pbxip1"", ""Hif1a"", ""Ezh2"", ""Serpine1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TIGHT_JUNCTION_ORGANIZATION,GO:0120193,79,6,0.0759493670886076,0.7064556576067359,0.9999999999999998,0.9177148478673317,"c(""Ildr1"", ""Srf"", ""Pecam1"", ""F11r"", ""Actg1"", ""Ect2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CARDIAC_SEPTUM_DEVELOPMENT,GO:0003279,104,8,0.07692307692307693,0.7068555169787126,0.9999999999999998,0.9177148478673317,"c(""Tgfbr3"", ""Notch1"", ""Mdm2"", ""Gata3"", ""Prdm1"", ""Rbm15"", ""Heg1"", ""Nsd2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,GO:0030856,141,11,0.07801418439716312,0.7073572748395652,0.9999999999999998,0.9177148478673317,"c(""Notch1"", ""Add1"", ""Tnfrsf1a"", ""Gata3"", ""Lif"", ""F11r"", ""Ifng"", ""Med1"", ""Ezh2"", ""Serpine1"", ""Zdhhc21"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MEIOTIC_CELL_CYCLE,GO:0051321,262,21,0.08015267175572519,0.7079133470645489,0.9999999999999998,0.9177148478673317,"c(""Ubb"", ""Dusp1"", ""Cdc25b"", ""Lif"", ""Smc4"", ""Ube2b"", ""Ythdf2"", ""Trip13"", ""Espl1"", ""Sgo1"", ""Cdc20"", ""Plk1"", ""Ccne2"", ""Spire1"", ""Cdc25a"", ""Msh6"", ""Brca2"", ""Brip1"", ""Rad51b"", ""Rbbp8"", ""Mns1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_STEROID_HORMONE,GO:0048545,334,27,0.08083832335329341,0.7099176230680084,0.9999999999999998,0.9177148478673317,"c(""Nedd4"", ""Bcl2"", ""Notch1"", ""Ddx54"", ""Mdk"", ""Ass1"", ""Ufl1"", ""Wbp2"", ""Sgk1"", ""Fbxo32"", ""Igf1r"", ""Smyd3"", ""Gpr83"", ""Med1"", ""Cbx3"", ""Phb2"", ""Nr4a3"", ""Eif4e"", ""Ran"", ""Hnrnpu"", ""Cnot9"", ""Pgrmc2"", ""Hspa8"", ""Got1"", ""Smarca4"", ""Carm1"", ""Adam9"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SKIN_EPIDERMIS_DEVELOPMENT,GO:0098773,92,7,0.07608695652173914,0.7115901460381561,0.9999999999999998,0.9177148478673317,"c(""Bcl2"", ""Notch1"", ""Trpc4ap"", ""Tradd"", ""Ap3b1"", ""Nsdhl"", ""Zdhhc21"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,GO:0030858,54,4,0.07407407407407407,0.7121828150323408,0.9999999999999998,0.9177148478673317,"c(""Notch1"", ""Lif"", ""Med1"", ""Serpine1"")"
